x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,y
0.7685484125014099,-0.8129240044858945,0.48773146881287177,0.6760550153734826,0.660634589276887,-0.44426783835976735,-0.8936400297640374,0.15682472620880006,-0.8766938816818612,0.6206520888316822,-0.20832736522633333,0.6134587681194283,0.9109485639654695,-0.3586702813430449,-0.5451845073486354,0.5304697018618807,0.03153001892333518,-0.32352799403634513,0.9080186322621551,-0.03566796162830488,-0.8822056654648227,0.4757732183099177,-0.7402925880672651,-0.2690054101804149,0.6922358102131829,0.6990921091672082,0.039471195680941706,0.26620441623195235,0.38354602437118634,-0.12420325897277551,-0.27061951387437677,0.43869429609089483,-0.019701607579525326,-0.6009504598955411,-0.8778493954603281,0.5697238731426981,-0.9325638929866429,0.2902525176827162,-0.7633996350252854,0.935584822124155,-63.087328527936975
-0.6709202358963395,-0.8499618630498644,-0.24805023172248952,0.9604563964908519,0.15749249150736966,0.7928944447066855,-0.5869354876622415,0.5023288210686199,0.9812692498857059,-0.6207769150038285,0.6380010618906227,-0.39906391031423816,0.8100221473080293,0.3145607406847539,-0.8461620360504325,-0.18322327852446074,0.5780854012485985,0.34935099928186153,-0.8514219379625119,-0.2540179750113323,-0.15414251607228624,-0.045474273729821935,0.006835553601014288,-0.9094610248329613,-0.9484984440894959,0.12134093067251484,-0.9246441715181659,-0.5200883527909783,0.846393324083422,0.6099550631305586,-0.24456465320485843,-0.28119566361790094,-0.8858511258071273,0.41657793792987796,-0.8200899965757433,0.5390459714314078,-0.6024337797978065,-0.5072924551768938,-0.7175841705047283,0.6784760034657196,-61.25762337333492
0.03198000492340114,-0.8035693575309271,0.6175969516512787,0.8460026791341917,0.5678916339667353,0.36089941418204274,-0.5316131717982135,-0.6772158727514059,0.6115565598662456,0.9172886899090651,0.2174907213081414,-0.7438675764333516,0.8832270209895408,0.267310971882059,0.3822231781130865,0.5499848342674643,0.7474962524255893,0.2805229770508266,0.3775251025542441,0.7476049090865715,0.2990773972338039,-0.5057030695516338,-0.27493584150967143,-0.9066795932469813,-0.1837764835464959,0.30199135232797314,-0.12491852318435903,0.5117206041948053,0.7540634633897052,-0.011964198245880464,-0.48432039507075064,-0.10460432101285688,0.26791239567336755,-0.16564104702556182,0.5090446820510977,0.7031005901262437,0.4275310333027622,0.14249935618690346,-0.754593470570281,-0.9245591773838464,-58.916994206284016
0.15730721003618542,-0.764734053799464,-0.8236775711525894,0.5551136200932141,-0.40003110738779,-0.07420817151893067,-0.8327750167417078,0.8818607153399325,0.5212653647831069,0.41312649321628037,-0.8889713863661433,0.00979313562732842,0.9342913319658999,-0.06483635391805476,0.19667961999085537,0.19966638853765417,-0.6395866994644872,-0.6374391423891275,0.9539241428006879,-0.9214750842519634,0.7387831135502461,0.6852316685231281,0.19679849410824168,0.4225603844012853,-0.23671254758280447,-0.20039207288590055,0.5719246812565231,0.3369089604465765,-0.27611230717733437,0.20394893147733173,0.7216831380925777,0.08589421068334069,-0.455086787282694,0.6621385076249062,-0.8463759220001368,0.9794472929130864,-0.876541850242613,-0.5760389938926256,0.24260855962054695,-0.8900701676549769,-56.749217067032966
-0.4766094504289935,-0.707829886658573,-0.474722050965819,0.7639078915108208,-0.8694845026261437,-0.349488642200644,-0.29373051267871775,0.9296151941653679,0.45091705519378333,-0.7816455847448514,0.3845583720628176,0.4714513206478068,0.987705991367718,-0.3486140442864578,-0.3900994593100098,-0.7766147372621586,-0.2266667410066623,-0.9171120384368339,0.7577496511642259,-0.27403165454737155,0.6540685830283337,0.5082888132643637,-0.6206994786265538,-0.7022958685458225,-0.7114467803810258,0.8480949679112486,0.40453248225329985,-0.28462197490674623,-0.37917232658477995,0.13985932520955702,-0.7079389207244866,-0.014799552459195064,0.40446807568318954,-0.2253225732857731,0.7332587183767565,0.470233071968966,0.8300189793557475,0.19985033448182254,-0.4355112528451206,-0.2778964247175315,-56.24776551190828
-0.2887283368617044,-0.7468814814327436,0.32689036860786636,0.8515020754471432,-0.2036657146526304,0.8426528021384501,-0.3157558985377229,0.6882176966830407,0.7926789140650274,-0.8486565309334908,0.5724121047167208,0.5578875443788405,0.7502851795681331,-0.39207859895287145,-0.9679573832407562,0.16267820046580317,0.8239864571909212,0.4117927308542435,0.744556899984687,0.7069530067564038,-0.15221299006069788,-0.10104274273599323,-0.46408089446615564,0.6076075932434304,0.8153836687794145,0.5138676163503038,-0.06281285578897289,0.37788684668664296,-0.6011479318030581,-0.244169851422263,0.40891246712430207,0.7121715912401456,0.44766768069053575,0.7626167338652015,0.06631706275062066,0.9076186650321321,0.44076721830125454,0.7004141401593549,0.16637481069375948,0.9257245569825183,-52.81440980066268
0.4772408904802261,-0.2377339587948779,0.6231865362526399,0.8011693420843311,0.5563135110157076,-0.11860636562039417,-0.4246517529294662,-0.6057139318798019,-0.8533673476074128,0.5704122053142544,0.604490851364303,0.6892021566000766,0.9672374749055792,-0.7096395355375442,0.7831494611921814,0.4686819291619504,0.46992997684287907,0.8946785386142686,-0.9664767879469354,0.4066738605099396,0.5925775299137224,0.7445809779268584,-0.33525353590080087,0.5755817030425767,0.7196113017699641,0.2680751281642113,-0.4468260786525817,0.4151547825841384,0.5349867348969615,0.4342720765336976,-0.0488130663432258,-0.336755844658438,0.3534285646456643,0.20646743160174807,-0.2584450027685423,0.9364027595908246,-0.28020213106560066,0.9998191192394668,-0.216654068114974,0.5287480319132161,-51.86550368544321
0.8212617717850423,-0.9460579422034816,-0.7414235901190116,0.950907308095899,0.24603424924963346,-0.9965236840169427,-0.8690618400745032,-0.5010878049267613,0.9179843518267179,0.6541261359184112,-0.8028359952840072,-0.9974272266931357,0.43444830376609755,0.868563250892187,-0.9834474332407757,-0.32269435737261376,0.7135864990156051,-0.30399817240107785,-0.9144736525386845,0.8472505352749269,0.8225052159428241,0.424344799438207,-0.23770058443902187,0.7839178276753627,-0.5098367992051112,-0.9584587747027156,-0.49746576334876114,-0.13051444314401683,0.7655874362059889,0.6520294543696505,-0.5451092264489159,-0.015021118326551619,0.20514648960037762,0.46112349558172716,0.6273557123488609,0.40115785038403984,-0.5280580918388138,0.47172438716085474,0.8211686873853654,-0.40145131463118466,-50.603293432451586
-0.06484210996483131,-0.73281941889011,0.8170220719965144,0.9897171857348475,-0.7354453463648656,-0.23401295365323538,-0.7286122350796702,0.37468529732906375,-0.62910396501314,0.2582684797168051,0.03732639906747326,-0.4238420913543137,0.36683878394946245,0.8612590593566669,0.0016601505702638075,0.8982931650949817,0.5171530381868779,0.1366458774068211,-0.19454047532316965,0.7595996282914899,-0.1445043487921125,-0.7620248140357564,-0.6275057489594202,-0.024094279946709873,-0.49049785196220497,0.36816765336108914,0.10552904762118231,-0.5119358034745818,0.9797580908322092,-0.5042933691668545,0.23344626501557286,-0.20923836347041247,0.6092149116430081,-0.4174567001844587,-0.8055097791620021,-0.09235133113081195,0.22879524371138915,0.5400183240421614,0.15375001780504638,-0.07317031696415133,-49.477455044287595
0.8050862709574775,-0.38599494744101315,0.5572019021753318,0.9383017099599802,-0.5348939720879393,0.9827743869720287,0.18486028279392874,-0.18169567493401395,-0.9192713389816369,-0.792864672227787,-0.5382053120676034,-0.7154722616208185,0.832770111677944,0.8452832324100432,0.003377930353427594,-0.20249547328853446,-0.2748195829648925,-0.646389474956532,0.948452061910575,0.2531214296369957,-0.7071222443552097,-0.09535244349162197,-0.33416869613161704,-0.8428524790485579,-0.513577042587698,-0.9869670596979194,0.9817924296453375,0.5710331785910037,-0.20816058470779653,-0.6085377407523309,0.9123921935256782,0.12913914789076242,0.6220668743295332,0.661884902047086,0.5836308362284559,-0.4467637578812702,-0.21003113512076754,-0.27191190987617797,-0.10391386416502324,0.9002437122680267,-46.468266216560814
